"Id","Prediction"
190,4153868.27879259
191,5523027.26750605
192,5739410.77998612
193,4221619.91507146
194,5834123.08502811
195,5354161.13221527
196,3405818.60320266
197,2980505.23098266
198,4258905.80537128
199,4769605.79362845
200,4249088.59133791
201,4211068.0103558
202,3404032.97968782
203,5817859.53833388
204,5020509.22427905
205,5689213.91287871
206,6336985.18421631
207,4325280.30155553
208,4495127.74534827
209,4290189.51613872
210,4785036.94482794
211,5165776.48871844
212,4437144.02064787
213,3545703.79835278
214,6878287.44775786
215,2406490.22974698
216,6122936.17308869
217,6060969.33063497
218,4712650.76078284
219,2728994.49956184
220,6248079.85665731
221,5968548.25850481
222,5576785.82761426
223,4108526.60005406
224,5911216.72431154
225,3832004.7025927
226,4560289.39692939
227,6185512.71513386
228,3301460.91260401
229,4962526.84542349
230,4760099.81542765
231,8223740.23455463
232,4545506.61830086
233,3006709.19159092
234,4152450.28473408
235,6171913.02249836
236,4878312.67284987
237,3612605.45915822
238,4462367.222043
239,4548915.12669259
240,3447302.20380907
241,3982808.5312024
242,2921763.3117555
243,3935382.37667872
244,5989579.03150056
245,4864516.42502606
246,5232797.7954621
247,5261684.55509541
248,5035922.22104334
249,4371624.19823784
250,2861583.48032656
251,5560894.9759826
252,5746074.09915149
253,4000690.0401473
254,4656282.99596832
255,4195294.22490173
256,6285878.57622581
257,4585089.35181092
258,4110022.75571113
259,4190143.54534307
260,5176528.36143755
261,3905115.93413296
262,5886620.06497026
263,4620294.22843492
264,2789687.05923423
265,6762664.22263228
266,5158396.00076556
267,6646922.9753883
268,4445084.72978545
269,3999249.38576233
270,3669859.70966479
271,2860278.10326055
272,5244271.86406048
273,4498227.34287896
274,3243421.70160316
275,6255929.71178725
276,5957298.03323577
277,6070177.42601153
278,5282890.1316016
279,4795025.38713701
280,6361334.47709858
281,3836189.53154539
282,2633582.2062652
283,3897100.57814084
284,4928261.80284547
285,3464659.57262642
286,4900675.48751441
287,3670669.61410802
288,5083787.65358257
289,2624663.4360034
290,4327613.56223953
291,5034632.6261856
292,3317310.77900224
293,4444573.06952356
294,3221927.23069411
295,5094490.67402013
296,6979340.48339075
297,6667686.54985851
298,6225189.10576641
299,5959127.94435453
300,4987597.47327475
301,5474382.07767903
302,7121415.26764417
303,5322526.74397781
304,3657612.28464476
305,6642651.67762492
306,4539568.12948348
307,4960813.50305979
308,2868194.85774382
309,4030417.28438261
310,4304408.53559025
311,4064274.03681207
312,2695170.74536602
313,4657736.73558515
314,2987786.76276543
315,4434175.84234648
316,3283696.75811734
317,5889680.1170497
318,5862254.23506679
319,3841238.57064494
320,3748381.19421191
321,3563644.75940576
322,3577013.76557641
323,4091474.0294817
324,4534002.24087426
325,4678350.68300683
326,6701275.63294272
327,4652269.35843047
328,4511456.29589788
329,5471276.44378791
330,3311615.51698452
331,7224370.98780104
332,4725112.60952205
333,6466170.36398272
334,5345967.61052134
335,5305466.68965085
336,3449841.1999404
337,5289428.81795163
338,4234321.84197235
339,3470333.83671073
340,5347735.27715394
341,5455325.98653807
342,5194312.79994194
343,5805316.03414823
344,4806469.42211894
345,4069777.47337916
346,3391168.48312743
347,6024617.39100911
348,3164745.2575366
349,4711690.37062444
350,5132576.10566173
351,7010725.11541144
352,6333728.59978242
353,4232575.90368866
354,3950437.54632316
355,4851410.36825149
356,5255606.16884412
357,4174099.97312465
358,4842818.00461609
359,4914210.41759512
360,4467375.86256096
361,4873045.05018929
362,4928982.9890105
363,5560978.54427781
364,6891198.18177628
365,4346671.40647556
366,2991548.60803417
367,4998523.00894488
368,4304297.92900868
369,5505551.61525833
370,3687472.93655965
371,6026286.61616931
372,5254747.39304951
373,6868586.41326207
374,3915797.821843
375,5115443.89505618
376,3649338.39154058
377,3785904.68842151
378,5251756.57375977
379,5389493.10246343
380,5251039.05668249
381,3637800.64088186
382,3028590.04544484
383,5091389.05834507
384,3670089.89512075
385,7094734.2701944
386,4910059.26844815
387,5488394.04356146
388,4143778.32305444
389,3955933.09494968
390,6357682.49226919
391,4152330.57709533
392,4058058.68855002
393,5824965.25521729
394,4757810.43338372
395,4154493.84751664
396,5668393.24186751
397,5650350.11556484
398,5947776.06381381
399,5656332.92726687
400,3596783.38146401
401,4575193.85995328
402,3760880.52023247
403,6633552.48027874
404,3644137.22052233
405,3192038.98872055
406,5064256.41781718
407,4120786.56595118
408,2991548.60803417
409,4460337.62857417
410,3838474.79651296
411,4792368.95539456
412,5343345.66082521
413,7303370.77138035
414,6074198.57326097
415,5464616.30147876
416,5545495.82530973
417,2609841.17231541
418,4055424.99114667
419,4629724.14051341
420,4365120.5683136
421,5904350.47590604
422,6036627.70105627
423,4048215.38614198
424,4933506.77233149
425,4794637.78048646
426,4230566.37459741
427,4136542.9068625
428,6336343.95147176
429,4349663.61840805
430,4338000.30009301
431,4147734.13436827
432,2941484.0415362
433,5145471.81059576
434,3503800.51928147
435,5419098.86361802
436,3966407.98914028
437,3627368.55846767
438,3745260.58737391
439,6289793.44784354
440,5755790.91768407
441,4239542.55456503
442,5547447.08153382
443,6444707.51984711
444,4090591.37020134
445,4461897.59745084
446,6098151.86503671
447,5411935.03752127
448,4465635.98029317
449,6047293.69165891
450,4780300.83381183
451,3736753.66850969
452,3008227.22583222
453,4377967.86908622
454,5141122.3036728
455,4005304.44324618
456,2609077.91842082
457,4135138.66797418
458,4023224.50252886
459,3358524.46800287
460,7081450.78599548
461,3796498.62451456
462,5770773.03165335
463,3122846.41302789
464,4587204.77150581
465,3405268.02893294
466,3905315.38286421
467,3708368.28468787
468,4374373.88695025
469,4092731.43356921
470,3805752.08733021
471,5902042.40347694
472,3582538.81171283
473,4482705.24400228
474,5390228.43695114
475,4290630.30506429
476,3784171.17556507
477,5290093.95470526
478,3454008.73552915
479,6216965.78724422
480,3670977.62297587
481,5975950.78767533
482,3617202.44087463
483,5377414.44187292
484,6802034.63653741
485,3498430.43719704
486,5046340.0603058
487,4654002.41251782
488,5580710.70050918
489,3432238.06029568
490,4831397.10132707
491,3666902.89803517
492,5619938.25164437
493,5862914.91522657
494,4587112.35439968
495,4097938.56535852
496,5102257.19087506
497,4797515.04902585
498,4703735.57743305
499,4504614.88374015
500,4269436.46385458
501,3330391.9945914
502,4580378.80237812
503,5312032.28145108
504,4400527.27961189
505,3606212.68850046
506,3780157.53705718
507,4916101.6105109
508,3919826.68543793
509,5528331.81083902
510,5153514.7264516
511,5998981.36879849
512,3204589.42029935
513,7392112.47874389
514,3692878.02169967
515,3029210.34588339
516,3114135.52368351
517,5844418.13955196
518,5232920.38245342
519,5305054.7467864
520,4743089.41265276
521,6318561.40057656
522,6204910.02445225
523,5393316.32637398
524,6200818.4224872
525,5923445.32162971
526,3149480.07623109
527,6033273.89931338
528,5967661.61175331
529,4228829.96154004
530,4804983.60536061
531,4895370.08738939
532,3764994.25310477
533,3728379.66578442
534,4887636.15813004
535,4168516.77417267
536,3832584.94369639
537,3012709.80018474
538,4333322.49132528
539,4839489.03478403
540,5839113.12802881
541,4290686.07629648
542,4004031.04364545
543,4330134.00682864
544,3251878.88311363
545,4372087.75264547
546,2788873.8827586
547,4189751.32950022
548,3730991.28044088
549,3174012.9991767
550,3924173.36607719
551,4766655.7708278
552,5337770.54862316
553,6529193.33146604
554,4318079.95882871
555,4851291.13333153
556,3466354.86638311
557,4926429.47814939
558,4198883.15503273
559,4112755.36882746
560,4625023.32710161
561,7270033.78495722
562,3156577.67206299
563,4376804.07060572
564,3062525.14857416
565,5391322.86820467
566,3823377.06047085
567,5544457.94709641
568,4275153.29853989
569,3567000.06449549
570,5045504.77977118
571,5684386.55148881
572,4845437.43670514
573,5106487.90427261
574,3842941.15331675
575,3731854.03443103
576,5730895.10799023
577,4206596.97271673
578,3756340.38089407
579,4199427.77014137
580,3216556.99718906
581,5030445.56239311
582,5625437.13404942
583,4587624.51187552
584,4290004.00505709
585,5549692.96941081
586,3384450.50182678
587,2908858.09998678
588,5973729.14807385
589,5252204.690643
590,4129462.14864799
591,4587099.09735143
592,3832729.53590172
593,3904667.57238171
594,3158799.41559973
595,3666902.89803517
596,4446620.95239479
597,4302091.93655379
598,4068982.21143176
599,5826180.29352012
600,6913299.90780967
601,5895217.01736218
602,4820933.45293676
603,3453695.25945116
604,3392987.0542073
605,3389907.92395322
606,3386375.92544712
607,4520786.83457083
608,3633494.25363848
609,5282258.39049727
610,5885385.87960459
611,2934772.70538846
612,5350904.21249346
613,5574254.86699264
614,6207441.82191853
615,3155211.85843661
616,5545624.50435122
617,5851127.58289619
618,5890652.96294201
619,4898207.22850443
620,4616838.28719918
621,6299693.97459688
622,5458677.4145518
623,5546614.20552659
624,4619457.19325685
625,5529414.30528926
626,6537886.79965633
627,5786991.58232113
628,3739027.06633057
629,4889072.3480057
630,6741847.68828109
631,5288332.81814326
632,6031308.94466016
633,5776021.54696822
634,2524905.16422787
635,4427581.7497252
636,5308004.7282229
637,4517517.01447344
638,4317677.74759819
639,4473356.67417101
640,5415830.98073518
641,5997767.93100758
642,3633388.61357893
643,6240361.09610538
644,5412733.08487208
645,3280315.22029194
646,4388453.56160096
647,4522718.40093553
648,3720312.97095253
649,2261828.76802079
650,2788335.9900164
651,4598433.81778087
652,6806541.74839414
653,5099263.90932859
654,4728941.79115226
655,6145623.90079169
656,4389062.53485635
657,4632150.17870061
658,5798991.43466369
659,4673273.12889275
660,7082615.2131722
661,7560781.62793302
662,5167268.73593324
663,5735910.74524661
664,5036613.81283737
665,3915797.821843
666,5379079.7484398
667,3499219.01074532
668,3861369.90445178
669,4953850.55102262
670,6956931.70333088
671,6061741.49664098
672,4173458.08533509
673,4589622.58952799
674,5839426.33790413
675,3101778.35992582
676,4718190.01585909
677,3470963.89144679
678,3901633.82836143
679,5045583.23685466
680,4227136.75481692
681,5726303.02431508
682,3528284.80070963
683,4521362.9809166
684,3973886.22498639
685,5125369.20316745
686,4188172.25285463
687,3065874.14987584
688,4386909.67634104
689,4141705.24921557
690,4108966.61378084
691,3822166.86049613
692,3242201.30183459
693,3273336.52726923
694,3730482.14909643
695,2466143.07140384
696,4223583.01091662
697,4424466.72831733
698,6077119.98618258
699,4299088.62971865
700,6215627.66256709
701,5807349.39897063
702,4253288.61425724
703,4569060.28561635
704,5465756.3187682
705,5359165.00672598
706,5686099.45720394
707,4657861.60455334
708,4474151.58619555
709,4301902.44153222
710,4872135.2320447
711,6536359.28421528
712,3917819.56083164
713,3978494.91318493
714,4817566.11150389
715,5132505.43660685
716,4110875.30893194
717,4887205.86950039
718,4898254.35005866
719,5205127.8056924
720,6521820.56322826
721,7175529.69138488
722,5112022.81072872
723,3049057.40286031
724,5291166.95925149
725,4225250.76097509
726,3041204.74223984
727,3873178.5082669
728,3917334.14105995
729,3861064.99348223
730,3119305.80748228
731,4035210.25642125
732,3377440.05004923
733,6472162.27348521
734,3628979.82630068
735,4222374.03942881
736,4541137.98118782
737,4866809.97718627
738,2957251.48906279
739,4334888.95775329
740,4797520.56839278
741,5234849.43632075
742,3933068.15513235
743,4992252.21706389
744,6069463.51643594
745,6667248.42765894
746,3965654.12154547
747,6755010.5016417
748,5782390.14481165
749,4720059.90598161
750,6098151.86503671
751,4845437.43670514
752,4151025.9527696
753,2770954.23507982
754,4520786.83457083
755,3451430.07696482
756,3197037.32739072
757,5255896.54859263
758,3506801.61723465
759,6244313.77925707
760,4001328.13565241
761,4679716.32353669
762,4303114.02613375
763,2745883.64490307
764,5735359.52323826
765,8569736.52949151
766,5076697.74395984
767,4125990.47849697
768,4626665.53820606
769,5183689.4570307
770,3738503.51453764
771,4145757.15494473
772,5179303.0505733
773,3693650.01510721
774,4146130.03593923
775,4549315.11073809
776,3314457.51276985
777,4931343.12983254
778,3758995.12815538
779,3794464.16324946
780,3429198.28185356
781,5106816.11953763
782,6107874.47629113
783,4170767.42840347
784,5940134.43752818
785,3715069.09631013
786,7110762.65000902
787,4547303.18000168
788,4887244.10797951
789,5025584.40176027
790,3782362.57277839
791,6537886.79965633
792,3269913.49614617
793,3291364.24908064
794,3548671.18898891
795,6174141.86378988
796,4218849.98038875
797,4661274.85873551
798,4039968.60477784
799,4966384.97267494
800,6030279.04664667
801,4248495.28102553
802,4328451.62454547
803,3651548.16231412
804,5840301.99572003
805,3560812.34731971
806,5966481.73847614
807,5211789.50171977
808,4857739.24073496
809,2873326.15103881
810,4904126.86149875
811,5127714.59454862
812,5023608.04257515
813,5478783.0766767
814,2918952.43042836
815,5702263.00572801
816,4159621.89473269
817,3427196.17474671
818,4930837.38637755
819,3727677.96070029
820,3837895.16798572
821,5074571.35035067
822,3961390.78061094
823,4758558.73007876
824,4062463.66140173
825,5380875.7401001
826,5307105.73753291
827,3080065.97386488
828,5712409.57388553
829,3128167.53784615
830,4931254.28132741
831,6233809.82518691
832,4990309.02421111
833,5505026.80709256
834,5128204.81620809
835,3908619.94558284
836,2553324.1034077
837,5053350.1668063
838,5392798.55455357
839,2875174.94481346
840,3591167.30338672
841,3380034.70861672
842,5636140.42361509
843,4776570.18707365
844,4686153.17056268
845,4762139.04606316
846,5317614.5269802
847,6545568.76095901
848,3985149.71080538
849,4596155.20082612
850,3551760.53345205
851,3206519.50906069
852,6878398.11308474
853,2946235.18440472
854,3827406.52421112
855,3623015.54845785
856,6190611.10295324
857,4969276.86961169
858,3451399.22192165
859,4904321.55163018
860,4958267.2432873
861,5121305.97368649
862,3697319.45019993
863,4973463.30004632
864,5437385.13195407
865,6286673.95079738
866,5065704.56284056
867,3444595.08476842
868,4939006.80678688
869,4828873.16156138
870,2502760.20473078
871,5469877.50597313
872,4722095.17035325
873,4437138.06547076
874,5448685.67740566
875,4048010.35094667
876,3970528.01832096
877,5998981.36879849
878,3405204.21583341
879,6026865.29773302
880,3695868.84405374
881,3744470.10784996
882,6532281.88410759
883,4169976.60304579
884,4354928.60566012
885,5643114.56586022
886,3629319.67815739
887,4378628.51033081
888,4529812.85923396
889,5492518.86209736
890,4295426.70009758
891,4358651.49808262
892,5514051.59890762
893,4561785.51054486
894,5703954.68381605
895,5275125.01399663
896,4099898.42701798
897,4751936.96972154
898,4484474.65414437
899,5760479.51251364
900,3856079.85834
901,6071265.4944454
902,5320287.01429246
903,4804759.55342581
904,3396366.70625775
905,4828076.2221207
906,5305569.22831276
907,4483059.63420935
908,5087922.87834674
909,4479745.59087187
910,4940471.23285048
911,6680893.53507322
912,3197037.32739072
913,3996654.01387642
914,4761010.56301455
915,5506743.53068807
916,2333665.46435482
917,6052256.15056705
918,4431045.91553843
919,5132793.23487975
920,4157062.12186493
921,3343757.2295984
922,5185088.90540153
923,3998708.80533475
924,5811696.64420905
925,6170510.64277842
926,6361498.16581198
927,3977589.87817646
928,4774806.23853735
929,4378285.59321596
930,4363874.31434083
931,2885670.22877215
932,3796498.62451456
933,5836904.1309358
934,3752739.1497998
935,3768746.37767009
936,3071650.70854658
937,3211871.60939137
938,4960188.72733362
939,5309489.82185528
940,4893061.92699461
941,3588142.80543369
942,4564132.59921279
943,5540689.90028046
944,5117253.47241371
945,2591693.42707231
946,5284923.44951883
947,4860500.91661231
948,5157623.30498181
949,3331763.81745881
950,4648863.02607837
951,3322151.92394792
952,4151584.28893189
953,3267887.4621047
954,5890805.69514238
955,4639429.54372102
956,6505033.22001609
957,4086752.87637733
958,4692470.78597098
959,4513810.77851293
960,6130011.79566621
961,5329479.23200177
962,3909165.87171161
963,6385087.76631428
964,7391862.14519902
965,2915403.84430873
966,5037010.5473217
967,6016117.17729971
968,4222508.74939529
969,3453693.20522379
970,4338000.30009301
971,3998311.0094355
972,2700333.52685911
973,2995697.001609
974,4555220.00998491
975,3575058.08634354
976,3623030.61524729
977,6188877.35512521
978,3651457.88672941
979,6951099.53407132
980,5978448.46402628
981,3162990.0305337
982,5841038.74863605
983,6948459.20532863
984,7359588.82979266
985,5355698.0644618
986,3616350.30823243
987,5905101.2926803
988,6784833.99402801
989,4209388.12692558
990,5536407.074465
991,2497009.13612894
992,6508514.73345239
993,5129314.63153534
994,6595112.96640309
995,2988064.94457614
996,4863395.6037038
997,5196037.63539096
998,3832056.76141686
999,6060277.15180837
1000,4050184.18596467
1001,4569801.40490898
1002,4023669.10981155
1003,5607169.90729223
1004,6355509.97196957
1005,4420319.43772571
1006,7102012.15890792
1007,3445536.47483619
1008,2753725.72714863
1009,3401145.63059914
1010,3889811.55497309
1011,6992008.9443549
1012,3633884.34309416
1013,4924183.79107763
1014,4270266.72592655
1015,4719054.48431658
1016,4989899.74226842
1017,4123922.53286413
1018,6015857.16190141
1019,4081209.85184425
1020,5323328.69187096
1021,4359927.66900692
1022,3611791.66413343
1023,3706273.36548694
1024,6415019.00033422
1025,5071105.56716696
1026,4968446.7277198
1027,4912417.43915129
1028,5443434.98266412
1029,2808609.55518578
1030,5655405.61580306
1031,3322618.15049549
1032,4035127.61789227
1033,7116506.86811198
1034,5544820.50350473
1035,3585376.31461217
1036,4761673.29945347
1037,4040660.00977893
1038,5792352.65959447
1039,5376028.34256318
1040,4407871.54724957
1041,4374751.96487975
1042,3455982.92525019
1043,4852401.36925507
1044,5663111.57422937
1045,4427559.08534742
1046,6250923.27153758
1047,6532765.13597587
1048,4298045.58803029
1049,4584350.37535626
1050,5373347.0992928
1051,4602753.53781504
1052,4028863.37916759
1053,3573435.38156365
1054,6008296.39835568
1055,2991548.60803417
1056,7112789.13349636
1057,5199316.73583057
1058,3479504.54375761
1059,5777299.42520098
1060,4815529.89644514
1061,4240531.14912811
1062,3855017.50417951
1063,5082889.43659637
1064,5686376.02171693
1065,3828602.48556587
1066,6812991.8799656
1067,4553976.58238373
1068,4931577.68816658
1069,4537094.32537553
1070,4408957.48101449
1071,4251297.01584966
1072,4521362.9809166
1073,5357744.4839705
1074,6492265.32470327
1075,4918053.91831204
1076,5930545.68641332
1077,2922173.24264124
1078,3541755.43075423
1079,4963409.83354867
1080,3039524.11353015
1081,4497352.32616107
1082,3657534.54508008
1083,5313787.67955703
1084,4199755.49679779
1085,2580633.23430743
1086,5651987.25030388
1087,3869364.14932142
1088,5766891.71983398
1089,4106960.96894029
1090,5522865.11821517
1091,4470006.04019794
1092,4930520.33774362
1093,4624493.44613548
1094,5844232.67938157
1095,4447647.99804611
1096,3256683.5097383
1097,3922965.00595499
1098,5011308.62244093
1099,4739917.39114991
1100,3913019.54004312
1101,5698072.96661151
1102,3993768.24482325
1103,3586964.04108061
1104,4332638.97426473
1105,4031724.85915524
1106,3776912.9780065
1107,4006773.81148743
1108,4395924.15012815
1109,5310938.24013619
1110,4482203.9005677
1111,4650277.73248164
1112,3368965.04233937
1113,3327899.48810031
1114,3719926.0518193
1115,3187720.64939218
1116,4383679.27059861
1117,7123873.95144276
1118,4827558.22918896
1119,3554074.6225999
1120,5579853.44567761
1121,3179315.19218882
1122,3617876.87122185
1123,4003519.13882789
1124,4405419.02339374
1125,6096495.27938141
1126,5383729.65806844
1127,3267271.11734136
1128,4721482.84074347
1129,5551539.96983297
1130,4005356.32628377
1131,5521092.70678822
1132,4475145.78203285
1133,4039229.44009705
1134,4235717.47442544
1135,2811062.25501729
1136,5183689.4570307
1137,2791622.8560309
1138,6677079.16833718
1139,6063686.16109527
1140,5264022.94383319
1141,4282880.65992143
1142,4515924.14216742
1143,3527873.90360127
1144,2779051.42623195
1145,5717962.55361674
1146,3843495.00308417
1147,6913299.90780967
1148,4254471.54488936
1149,5710600.0971432
1150,4579230.1222183
1151,2262337.62393045
1152,3754232.31986488
1153,5508655.16490954
1154,4036647.56730365
1155,3772371.94172527
1156,5747589.96346762
1157,5144040.40407754
1158,5901658.16826674
1159,3904838.43034795
1160,4994410.92802575
1161,5940671.74119945
1162,5253105.35952928
1163,4310841.05299235
1164,4382276.57113706
1165,4917221.483867
1166,5100001.46289903
1167,6252303.69931919
1168,3432461.28488121
1169,6048054.01495401
1170,4205820.78579532
1171,3524055.04826476
1172,2284588.06786058
1173,6861409.76367767
1174,4520786.83457083
1175,5306137.72933797
1176,5752449.75520611
1177,5078686.53986524
1178,4792888.99110421
1179,6446019.71878274
1180,5363238.39069986
1181,5440109.11629939
1182,5867652.76373895
1183,5251679.27777351
1184,4061656.25859565
1185,3145717.10569376
1186,4989357.52068722
1187,3785174.4752779
1188,4707943.79923601
1189,4611754.57388129
1190,4329984.13412439
1191,4436832.17625913
1192,4174588.18269524
1193,3052761.77852508
1194,4587126.09584692
1195,5248853.6520885
1196,4590222.03310528
1197,3123280.54909371
1198,3977925.67777149
1199,4322443.4225885
1200,8230025.111334
1201,5109461.22179596
1202,4385839.69892529
1203,3724381.27600755
1204,3386887.47233648
1205,2924380.89940259
1206,5835007.66211655
1207,5208499.92753376
1208,4668787.34548327
1209,4178003.55426906
1210,3951124.55042487
1211,4832658.48888079
1212,4598643.4082632
1213,6364967.94394814
1214,4988524.47767079
1215,5266125.1191772
1216,5174473.17073456
1217,4196362.68927003
1218,4629724.14051341
1219,5121850.62951814
1220,4969908.24578622
1221,4768014.34935404
1222,6713735.18109664
1223,5670513.60640563
1224,6509796.6478415
1225,4888035.61970444
1226,3748186.34971273
1227,5328399.23222907
1228,3426738.43583715
1229,5198227.8780691
1230,4433597.21170095
1231,4788745.47379775
1232,3101832.97576484
1233,6463596.93667663
1234,6180944.98301339
1235,3962475.40423039
1236,4444099.44004118
1237,3312633.64919663
1238,4441991.39266389
1239,4764186.4285822
1240,3856977.10427727
1241,3513737.21176595
1242,6642176.18016304
1243,4575447.56002366
1244,5619938.25164437
1245,4763862.65149904
1246,3991457.7722281
1247,5183337.83111492
1248,3474903.82110564
1249,6194539.96234385
1250,4275852.31388132
1251,3159338.91983068
1252,3822888.50672779
1253,6585651.01834152
1254,4489753.65318314
1255,3601190.98454128
1256,4713833.51755005
1257,4874209.5944184
1258,5494692.61233821
1259,3639121.5820509
1260,4442474.62487832
1261,7368411.3021286
1262,5832756.53363731
1263,3489088.32514636
1264,4420352.27338625
1265,4071288.01415662
1266,3397747.049728
1267,5435307.30485585
1268,2768530.93871496
1269,4517667.54891446
1270,3415888.52823396
1271,6460762.20500652
1272,4345694.83252596
1273,3452615.53454906
1274,3415270.49189632
1275,6364315.19227363
1276,4306450.96489379
1277,3697736.25878396
1278,5265196.64264876
1279,4520786.83457083
1280,3807715.1890683
1281,3947241.17795771
1282,4861963.37321052
1283,2214342.47155816
1284,6309542.52685674
1285,6325218.34719547
1286,3125348.19582922
1287,3915393.37389143
1288,4789345.40602433
1289,2551684.79313041
1290,3619595.81813827
1291,3818046.50672507
1292,7154990.49458913
1293,6089767.67745076
1294,5963154.13793666
1295,5173359.79654369
1296,6003470.16066479
1297,4308512.34347198
1298,4388324.15701584
1299,4521642.01979205
1300,5048083.31485305
1301,4183356.37970902
1302,4657505.47112862
1303,4851673.7887516
1304,4446168.23888486
1305,6077424.3511708
1306,4958945.76787777
1307,5422361.18804549
1308,6039215.70950814
1309,3321795.72947446
1310,5308693.74521863
1311,4754607.69489855
1312,4196826.18816768
1313,6555405.46861633
1314,5509716.18428871
1315,5176027.77528554
1316,4217443.35657897
1317,6508425.47252214
1318,5911780.45801951
1319,5530034.45030535
1320,5360573.33182493
1321,4113309.75062132
1322,4853602.17558189
1323,4180753.53826014
1324,6493337.94200025
1325,2752780.77922235
1326,3930665.78702281
1327,4970718.03529838
1328,3892058.92912088
1329,4807848.0746439
1330,6928851.13109502
1331,4035364.6412558
1332,5234579.99355454
1333,4494203.15791709
1334,4648122.67045117
1335,3827775.27885778
1336,3158273.15118406
1337,4579925.31210967
1338,3658248.46972386
1339,2637001.93301092
1340,4011747.75444656
1341,6287780.61104045
1342,3836080.67328642
1343,2711296.32018871
1344,8352720.60521184
1345,2246036.82602177
1346,4862104.55033956
1347,3353927.90444989
1348,3657566.35668821
1349,4625373.61941995
1350,5542028.58515404
1351,6374713.47360756
1352,4649502.61225554
1353,5140606.17962166
1354,4283188.23406522
1355,3039815.54117923
1356,5268033.7019752
1357,4015648.50402035
1358,4971680.13289826
1359,3248815.82989189
1360,4272934.86342355
1361,5937243.22054685
